Name,OR_Outcome,OR_TotalSplits,OR_Runtime,Who_Performed_Better,Run number
kbdclass_removelockmnsurpriseremove_1.bpl.bpl.txt,NOK,372,167.966051,OR,Run1
hw_markstartdevice_0.bpl.bpl.txt,NOK,1328,511.911655,OR,Run1
usbccgp_irqlkereleasespinlock_0.bpl.bpl.txt,TIMED-OUT,0,0.0,OR,Run1
ppa3x_nsremovelockquerymnremove_0.bpl.bpl.txt,OK,416,96.997536,OR,Run1
61883_removelockreleaseinternaldevicecontrol_1.bpl.bpl.txt,NOK,122,12.866523,OR,Run1
mouser_ioallocateirpsignaleventincompletiontimeout_0.bpl.bpl.txt,OK,538,191.29489,OR,Run1
serial_zwregistryopen_0.bpl.bpl.txt,OK,297,610.381083,OR,Run1
serial_pagedcode_2.bpl.bpl.txt,TIMED-OUT,0,0.0,OR,Run1
avc_irqlkesetevent_1.bpl.bpl.txt,TIMED-OUT,0,0.0,OR,Run1
daytona_removelockreleasepnp_1.bpl.bpl.txt,NOK,237,71.50390999999999,OR,Run1
sbp2port_irqlkesetevent_1.bpl.bpl.txt,TIMED-OUT,0,0.0,OR,Run1
modem_irqlkereleasespinlock_0.bpl.bpl.txt,TIMED-OUT,0,0.0,OR,Run1
crcfilter_irqlkedispatchlte_0.bpl.bpl.txt,TIMED-OUT,0,0.0,OR,Run1
sbp2port_completerequest_0.bpl.bpl.txt,NOK,106,8.184379,OR,Run1
scsiscan_forwardedatbadirqlallocate_0.bpl.bpl.txt,NOK,153,9.786469,OR,Run1
mouser_completerequest_0.bpl.bpl.txt,NOK,493,122.844178,OR,Run1
61883_ioallocatecomplete_1.bpl.bpl.txt,NOK,383,110.790451,OR,Run1
mouser_removelockrelease2_0.bpl.bpl.txt,NOK,235,43.293319,OR,Run1
sbp2port_irqlkeraiselower_1.bpl.bpl.txt,TIMED-OUT,0,0.0,OR,Run1
parport_pagedcode_0.bpl.bpl.txt,TIMED-OUT,0,0.0,OR,Run1
61883_removelock_0.bpl.bpl.txt,TIMED-OUT,0,0.0,OR,Run1
usbccgp_forwardedatbadirql_0.bpl.bpl.txt,NOK,108,15.417807000000002,OR,Run1
sys_completerequest_6.bpl.bpl.txt,NOK,106,18.974476,OR,Run1
driver_irqlapclte_0.bpl.bpl.txt,OK,1,2.28573,OR,Run1
modem_ioallocateirpsignaleventincompletion_0.bpl.bpl.txt,NOK,119,15.68035,OR,Run1
flpydisk_irqlexapclte1_0.bpl.bpl.txt,OK,87,32.770174,OR,Run1
61883_lowerdriverreturn_0.bpl.bpl.txt,TIMED-OUT,0,0.0,OR,Run1
kbdclass_nsremovelockmnsurpriseremove_0.bpl.bpl.txt,TIMED-OUT,0,0.0,OR,Run1
daytona_completerequeststatuscheck_0.bpl.bpl.txt,OK,341,143.691531,OR,Run1
sbp2port_pendedcompletedrequest2_1.bpl.bpl.txt,NOK,109,8.631381,OR,Run1
sbp2port_doublecompletion_0.bpl.bpl.txt,NOK,108,8.275584,OR,Run1
partmgr_nsremovelockmnsurpriseremove_0.bpl.bpl.txt,TIMED-OUT,0,0.0,OR,Run1
sbp2port_irqlreturn_1.bpl.bpl.txt,OK,222,90.39762900000001,OR,Run1
driver_zwregistryopen_1.bpl.bpl.txt,TIMED-OUT,0,0.0,OR,Run1
ppa3x_removelock_0.bpl.bpl.txt,TIMED-OUT,0,0.0,OR,Run1
mp_markingqueuedirps_0.bpl.bpl.txt,NOK,256,71.599902,OR,Run1
1394diag_completerequest_0.bpl.bpl.txt,NOK,87,11.557999,OR,Run1
sbp2port_irqliopassive4_1.bpl.bpl.txt,OK,274,76.951324,OR,Run1
sbp2port_markingqueuedirps_1.bpl.bpl.txt,NOK,152,19.058072,OR,Run1
mouclass_ioallocateirpsignaleventincompletiontimeout_0.bpl.bpl.txt,NOK,154,21.419873000000003,OR,Run1
hw_irqlkesetevent_0.bpl.bpl.txt,TIMED-OUT,0,0.0,OR,Run1
serenum_completerequest_0.bpl.bpl.txt,TIMED-OUT,0,0.0,OR,Run1
cyzport_irqldispatch_0.bpl.bpl.txt,NOK,35,37.342870000000005,OR,Run1
avc_ioallocateirpsignaleventincompletion_1.bpl.bpl.txt,NOK,191,28.100276,OR,Run1
sbp2port_deletedevice_0.bpl.bpl.txt,OK,326,116.723431,OR,Run1
hw_irqliopassive4_0.bpl.bpl.txt,OK,1998,1178.933561,OR,Run1
kbdclass_forwardedatbadirql_0.bpl.bpl.txt,OK,240,63.78688700000001,OR,Run1
